Item Properties_Item Name,Item Properties_Can Have Enchantments,Item Properties_Used In Crafting,Item Properties_Obtainable From Crafting,"Item Properties_Has A Unique ""Use"" Function",Can Be Cooked_Furnace,Can Be Cooked_Smoker/Campfire,Can Be Cooked_Blast Furnace,Rarity_Common,Rarity_Uncommon,Rarity_Rare,Rarity_Epic,Keywords
Cyan Bundle,False,False,True,True,False,False,False,True,True,False,False,"cyan, bundle"
Light Blue Bundle,False,False,True,True,False,False,False,True,True,False,False,"light, bundle, blue"
Blue Bundle,False,False,True,True,False,False,False,True,True,False,False,"bundle, blue"
Purple Bundle,False,False,True,True,False,False,False,True,True,False,False,"bundle, purple"
Magenta Bundle,False,False,True,True,False,False,False,True,True,False,False,"bundle, magenta"
Pink Bundle,False,False,True,True,False,False,False,True,True,False,False,"bundle, pink"
Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"box, shulker"
White Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"shulker, box, white"
Light Gray Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"light, gray, box, shulker"
Gray Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"gray, box, shulker"
Black Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"box, black, shulker"
Brown Shulker Box,True,False,True,True,False,False,False,True,True,False,False,"brown, box, shulker"
Red Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"red, box, shulker"
Orange Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"orange, box, shulker"
Yellow Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"yellow, box, shulker"
Lime Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"lime, box, shulker"
Green Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"green, box, shulker"
Cyan Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"cyan, box, shulker"
Light Blue Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"light, blue, box, shulker"
Blue Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"blue, box, shulker"
Purple Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"purple, box, shulker"
Magenta Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"magenta, box, shulker"
Pink Shulker Box,False,False,True,True,False,False,False,True,True,False,False,"pink, box, shulker"
Crafting Table,False,False,False,True,False,False,False,True,True,False,False,"brown, wooden, craft, table, block, crafting"
Furnace,False,False,True,True,False,False,False,True,True,False,False,furnace
Blast Furnace,False,False,False,True,False,False,False,True,True,False,False,"furnace, blast"
Smoker,False,False,False,True,False,False,False,True,True,False,False,smoker
Chest,False,False,True,True,False,False,False,True,True,False,False,chest
Trapped Chest,False,False,False,True,False,False,False,True,True,False,False,"chest, trapped"
Ender Chest,False,False,False,True,False,False,False,True,True,False,False,"chest, ender"
Enchanting Table,False,False,False,True,False,False,False,True,True,False,False,"table, enchanting"
Anvil,False,False,False,True,False,False,False,True,True,False,False,anvil
Chipped Anvil,False,False,False,False,False,False,False,True,True,False,False,"chipped, anvil"
Damaged Anvil,False,False,False,False,False,False,False,True,True,False,False,"anvil, damaged"
Grindstone,False,False,False,True,False,False,False,True,True,False,False,"solid, grindstone, rock, gray"
Stonecutter,False,False,False,True,False,False,False,True,True,False,False,"solid, gray, rock, stonecutter"
Barrel,False,False,False,True,False,False,False,True,True,False,False,barrel
Composter,False,False,False,True,False,False,False,True,True,False,False,composter
Loom,False,False,False,True,False,False,False,True,True,False,False,loom
Cartography Table,False,False,False,True,False,False,False,True,True,False,False,"table, cartography"
Smithing Table,False,False,False,True,False,False,False,True,True,False,False,"table, smithing"
Fletching Table,True,False,False,True,False,False,False,True,True,False,False,"table, fletching"
Lectern,False,False,False,True,False,False,False,True,True,False,False,lectern
Jukebox ,False,False,False,True,False,False,False,True,True,False,False,jukebox
Bell,False,False,False,False,False,False,False,True,True,False,False,bell
Brewing Stand,False,False,False,True,False,False,False,True,True,False,False,"stand, brewing"
Cauldron,False,False,False,True,False,False,False,True,True,False,False,cauldron
Lodestone,False,False,False,True,False,False,False,True,True,False,False,"solid, lodestone, rock, gray"
Respawn Anchor,False,False,False,True,False,False,False,True,True,False,False,"anchor, respawn"
Bee Nest,True,False,False,False,False,False,False,True,True,False,False,"bee, nest"
Beehive,False,False,False,True,False,False,False,True,True,False,False,beehive
Trial Spawner,False,False,False,False,False,False,False,True,True,False,False,"spawner, trial"
Vault,False,False,False,False,False,False,False,True,True,False,False,vault
Trial Key,False,False,False,False,False,False,False,True,True,False,False,"key, trial"
Ominous Trial Key,True,False,False,False,False,False,False,True,True,False,False,"key, ominous, trial"
Heavy Core,False,False,True,False,False,False,False,True,False,False,False,"heavy, core"
Armor Stand,False,False,False,True,False,False,False,True,True,False,False,"armor, stand"
Flower Pot,False,False,False,True,False,False,False,True,True,False,False,"flower, pot"
Decorated Pot,False,False,False,True,False,False,False,True,True,False,False,"pot, decorated"
Painting (Random variant),False,False,False,True,False,False,False,True,True,False,False,"painting, (random, variant)"
Painting (Albanian),False,False,False,False,False,False,False,True,True,False,False,"painting, (albanian)"
Painting (de_aztec),False,False,False,False,False,False,False,True,True,False,False,"painting, (de_aztec)"
Painting (de_aztec),False,False,False,False,False,False,False,True,True,False,False,"painting, (de_aztec)"
Painting (Kebab med tre pepperoni),False,False,False,False,False,False,False,True,True,False,False,"pepperoni), med, painting, tre, (kebab"
Painting (Meditative),False,False,False,False,False,False,False,True,True,False,False,"painting, (meditative)"
Painting (Paradisträd),False,False,False,False,False,False,False,True,True,False,False,"(paradisträd), painting"
Painting (Target Successfully Bombed),False,False,False,False,False,False,False,True,True,False,False,"painting, bombed), (target, successfully"
Painting (Wasteland),False,False,False,False,False,False,False,True,True,False,False,"painting, (wasteland)"
Painting (Graham),False,False,False,False,False,False,False,True,True,False,False,"painting, (graham)"
Painting (Prairie Ride),False,False,False,False,False,False,False,True,True,False,False,"(prairie, painting, ride)"
Painting (Wanderer),False,False,False,False,False,False,False,True,True,False,False,"painting, (wanderer)"
Painting (Bonjour Monsieur Courbet),False,False,False,False,False,False,False,True,True,False,False,"painting, monsieur, (bonjour, courbet)"
Painting (Creebet),False,False,False,False,False,False,False,True,True,False,False,"painting, (creebet)"
Painting (Seaside),False,False,False,False,False,False,False,True,True,False,False,"painting, (seaside)"
Painting (sunset_dense),False,False,False,False,False,False,False,True,True,False,False,"painting, (sunset_dense)"
Painting (The Pool),False,False,False,False,False,False,False,True,True,False,False,"painting, pool), (the"
Painting (Baroque),False,False,False,False,False,False,False,True,True,False,False,"painting, (baroque)"
Painting (Bust),False,False,False,False,False,False,False,True,True,False,False,"painting, (bust)"
Painting (Earth),False,False,False,False,False,False,False,True,True,False,False,"painting, (earth)"
Painting (Fire),False,False,False,False,False,False,False,True,True,False,False,"(fire), painting"
Painting (Humble),False,False,False,False,False,False,False,True,True,False,False,"painting, (humble)"
Painting (Match),False,False,False,False,False,False,False,True,True,False,False,"painting, (match)"
Painting (Skull and Roses),False,False,False,False,False,False,False,True,True,False,False,"painting, roses), (skull, and"
Painting (The Stage Is Set),False,False,False,False,False,False,False,True,True,False,False,"stage, painting, set), (the, is"
Painting (The void),False,False,False,False,False,False,False,True,True,False,False,"painting, void), (the"
Painting (Water),False,False,False,False,False,False,False,True,True,False,False,"painting, (water)"
Painting (Wind),False,False,False,False,False,False,False,True,True,False,False,"painting, (wind)"
Painting (Wither),False,False,False,False,False,False,False,True,True,False,False,"painting, (wither)"
Painting (Bouquet),False,False,False,False,False,False,False,True,True,False,False,"painting, (bouquet)"
Painting (Cavebird),False,False,False,False,False,False,False,True,True,False,False,"painting, (cavebird)"
Painting (Cotán),False,False,False,False,False,False,False,True,True,False,False,"painting, (cotán)"
Painting (Endboss),False,False,False,False,False,False,False,True,True,False,False,"(endboss), painting"
Painting (Fern),False,False,False,False,False,False,False,True,True,False,False,"painting, (fern)"
Painting (Owlemons),False,False,False,False,False,False,False,True,True,False,False,"painting, (owlemons)"
Painting (Sunflowers),False,False,False,False,False,False,False,True,True,False,False,"painting, (sunflowers)"
Painting (Tides),False,False,False,False,False,False,False,True,True,False,False,"painting, (tides)"
Painting (Backyard),False,False,False,False,False,False,False,True,True,False,False,"painting, (backyard)"
Painting (Pond),False,False,False,False,False,False,False,True,True,False,False,"painting, (pond)"
Painting (Changing),False,False,False,False,False,False,False,True,True,False,False,"painting, (changing)"
Painting (Fighters),False,False,False,False,False,False,False,True,True,False,False,"(fighters), painting"
Painting (Finding),False,False,False,False,False,False,False,True,True,False,False,"(finding), painting"
Painting (Lowmist),False,False,False,False,False,False,False,True,True,False,False,"painting, (lowmist)"
Painting (Passage),False,False,False,False,False,False,False,True,True,False,False,"painting, (passage)"
Painting (Kong),False,False,False,False,False,False,False,True,True,False,False,"painting, (kong)"
Painting (Mortal Coil),False,False,False,False,False,False,False,True,True,False,False,"painting, (mortal, coil)"
Painting (Orb),False,False,False,False,False,False,False,True,True,False,False,"(orb), painting"
Painting (Pigscene),False,False,False,False,False,False,False,True,True,False,False,"painting, (pigscene)"
Painting (Pointer),False,False,False,False,False,False,False,True,True,False,False,"(pointer), painting"
Painting (Skull On Fire),False,False,False,False,False,False,False,True,True,False,False,"painting, fire), (skull, on"
Painting (Unpacked),False,False,False,False,False,False,False,True,True,False,False,"painting, (unpacked)"
Item Frame,False,False,True,True,False,False,False,True,True,False,False,"frame, item"
Glow Item Frame,False,False,False,True,False,False,False,True,True,False,False,"frame, item, glow"
Ladder,False,False,False,True,False,False,False,True,True,False,False,ladder
Scaffolding,False,False,False,True,False,False,False,True,True,False,False,scaffolding
Iron Bars,False,False,False,True,False,False,False,True,True,False,False,"iron, bars, gray"
Chain,False,False,True,True,False,False,False,True,True,False,False,chain
Cobweb,True,False,False,False,False,False,False,True,True,False,False,cobweb
End Crystal,False,False,False,True,False,False,False,True,True,False,False,"end, crystal"
